schema_version,program_id,year,category,requested_period_start,requested_period_end,coverage_evidence_class,verified_existing_observation_version_count_by_reference_year,verified_existing_observation_version_count_by_availability_year,verified_existing_unique_reference_period_count,verified_existing_series_count,verified_existing_earliest_reference_date,verified_existing_latest_reference_date,prospective_metadata_approved_route_count,prospective_metadata_distinct_indicator_count,prospective_metadata_release_bundle_count,prospective_metadata_expected_coverage,key_or_license_review_route_count,availability_or_version_unresolved_route_count,current_revised_only_route_count,rejected_route_count,missing_or_unapproved_families,observation_count_semantics,config_sha256
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2009,MONETARY_POLICY,2009-01-01,2009-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2009,LIQUIDITY,2009-01-01,2009-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2010,INFLATION,2010-01-01,2010-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2010,LABOUR,2010-01-01,2010-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2010,GROWTH,2010-01-01,2010-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2010,MONETARY_POLICY,2010-01-01,2010-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2010,LIQUIDITY,2010-01-01,2010-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2011,INFLATION,2011-01-01,2011-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2011,LABOUR,2011-01-01,2011-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2011,GROWTH,2011-01-01,2011-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2011,MONETARY_POLICY,2011-01-01,2011-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2011,LIQUIDITY,2011-01-01,2011-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2012,INFLATION,2012-01-01,2012-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2012,LABOUR,2012-01-01,2012-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2012,GROWTH,2012-01-01,2012-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2012,MONETARY_POLICY,2012-01-01,2012-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2012,LIQUIDITY,2012-01-01,2012-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2013,INFLATION,2013-01-01,2013-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2013,LABOUR,2013-01-01,2013-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2013,GROWTH,2013-01-01,2013-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2013,MONETARY_POLICY,2013-01-01,2013-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2013,LIQUIDITY,2013-01-01,2013-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2014,INFLATION,2014-01-01,2014-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2014,LABOUR,2014-01-01,2014-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2014,GROWTH,2014-01-01,2014-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2014,MONETARY_POLICY,2014-01-01,2014-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2014,LIQUIDITY,2014-01-01,2014-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2015,INFLATION,2015-01-01,2015-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2015,LABOUR,2015-01-01,2015-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2015,GROWTH,2015-01-01,2015-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2015,MONETARY_POLICY,2015-01-01,2015-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2015,LIQUIDITY,2015-01-01,2015-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2016,INFLATION,2016-01-01,2016-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2016,LABOUR,2016-01-01,2016-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2016,GROWTH,2016-01-01,2016-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2016,MONETARY_POLICY,2016-01-01,2016-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2016,LIQUIDITY,2016-01-01,2016-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2017,INFLATION,2017-01-01,2017-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,30,4,5,1,2017-08-01,2017-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2017,LABOUR,2017-01-01,2017-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,61,13,5,2,2017-08-01,2017-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2017,GROWTH,2017-01-01,2017-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,9,0,1,1,2017-10-01,2017-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2017,MONETARY_POLICY,2017-01-01,2017-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,5,4,5,1,2017-08-01,2017-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2017,LIQUIDITY,2017-01-01,2017-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2018,INFLATION,2018-01-01,2018-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,72,17,12,1,2018-01-01,2018-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2018,LABOUR,2018-01-01,2018-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,135,50,12,2,2018-01-01,2018-12-01,5,5,3,YES,1,2,0,0,CLAIMS_BUNDLE_UNRESOLVED_PENDING_DOL_ARCHIVE_OR_FREE_ALFRED_KEY_REVIEW,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2018,GROWTH,2018-01-01,2018-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,32,14,4,1,2018-01-01,2018-10-01,4,4,4,YES,0,0,0,3,SERVICES_BUNDLE_UNPOPULATED; PRIVATE_ISM_AND_PMI_NOT_APPROVED,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2018,MONETARY_POLICY,2018-01-01,2018-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,12,12,12,1,2018-01-01,2018-12-01,1,1,1,YES,2,0,0,0,TARGET_RANGE_OPTIONAL_AND_KEY_GATED; H15_EFFR_IS_APPROVED_MINIMUM_PATH,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2018,LIQUIDITY,2018-01-01,2018-12-31,PROSPECTIVE_METADATA_ONLY,0,0,0,0,,,4,4,4,YES,1,0,1,0,ZERO_VERIFIED_ROWS; RRP_VINTAGES_NOT_APPROVED; H6_AND_H41_ARCHIVES_ARE_PROSPECTIVE_ONLY,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
1.0.0,SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,2019,INFLATION,2019-01-01,2019-12-31,VERIFIED_EXISTING_PLUS_PROSPECTIVE_METADATA_ONLY,72,29,12,1,2019-01-01,2019-12-01,5,5,3,YES,0,0,0,0,NONE_AFTER_BOUNDED_ARCHIVE_COLLECTION; VERIFIED_ROWS_STILL_ONLY_HEADLINE_CPI_2017_PLUS,ONLY_ROLE2_VERIFIED_ROWS_ARE_COUNTED; PROSPECTIVE_METADATA_HAS_NO_FABRICATED_ROWS,be02e79bca74014a2686bbe10ea4468f650d3b3d6809651717f4d98066e943cb
