actual_entry_fill_points,actual_exit_fill_points,ambiguous_adverse_first,bars_held_m1,block_kind,block_lower,block_upper,commission_cost_points,component_ids,confluence_lower,confluence_upper,cost_adjusted_entry_points,cost_adjusted_exit_points,cost_evidence_class,d1_candle2_start,decision_time,direction,entry_bar_start,entry_path_available_at,entry_reference_points,event_id,exit_reason,exit_reference_points,exit_time,expiry_time,exposure_label,family,fill_evidence_class,fill_reason,fill_status,final_holdout_accesses,financing_cost_points,gross_movement_points,gross_r,holding_hours,mode,net_points,net_r,outcome,program_id,protected_data_accesses,risk_points,scenario_id,setup_id,slippage_cost_points,spread_cost_points,stop_reference_points,strategy_id,target_reference_points,timeframe
29891.4,29893.4,True,1,BREAKER,29883.4,29892.4,1.0,FVG-015504|BREAKER-001773,29890.4,29892.4,29890.65,29894.15,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2026-05-22 00:00:00,2026-05-25 18:00:00,BEARISH,2026-05-25 18:10:00,2026-05-25 18:11:00,29891.4,D1-20260522-BEARISH,ENTRY_BAR_STOP_ADVERSE,29893.4,2026-05-25 18:11:00,2026-05-26 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-2.0,-0.4444444444444444444444444444,0.0,TECHNICAL_ONLY_ABLATION,-4.50,-1,AMBIGUOUS_ADVERSE_FIRST,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,4.50,NORMALIZED_LOW_COST,D1-20260522-BEARISH-M15-C2_FVG_BREAKER-FVG-015504-BREAKER-001773,0.50,1,29893.4,M15_C2_FVG_BREAKER,29882.4,M15
29891.4,29894.4,False,1,BREAKER,29883.4,29892.4,2,FVG-015504|BREAKER-001773,29890.4,29892.4,29889.9,29895.9,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2026-05-22 00:00:00,2026-05-25 18:00:00,BEARISH,2026-05-25 18:10:00,2026-05-25 18:11:00,29891.4,D1-20260522-BEARISH,ENTRY_BAR_STOP_ADVERSE,29894.4,2026-05-25 18:11:00,2026-05-26 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-3.0,-0.375,0.0,TECHNICAL_ONLY_ABLATION,-8.0,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,8.0,NORMALIZED_MEDIUM_COST,D1-20260522-BEARISH-M15-C2_FVG_BREAKER-FVG-015504-BREAKER-001773,1.0,2,29894.4,M15_C2_FVG_BREAKER,29875.4,M15
29891.4,29898.4,False,1,BREAKER,29883.4,29892.4,4,FVG-015504|BREAKER-001773,29890.4,29892.4,29886.9,29902.9,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2026-05-22 00:00:00,2026-05-25 18:00:00,BEARISH,2026-05-25 18:10:00,2026-05-25 18:11:00,29891.4,D1-20260522-BEARISH,ENTRY_BAR_STOP_ADVERSE,29898.4,2026-05-25 18:11:00,2026-05-26 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C2_FVG_BREAKER,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-7.0,-0.35,0.0,TECHNICAL_ONLY_ABLATION,-20.00,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,20.0,NORMALIZED_HIGH_COST,D1-20260522-BEARISH-M15-C2_FVG_BREAKER-FVG-015504-BREAKER-001773,3.0,6,29898.4,M15_C2_FVG_BREAKER,29851.4,M15
6022.299999999999,6024.4,False,23,OB,6022.2,6023.4,1.0,FVG-000028|OB-000004,6022.2,6022.4,6021.549999999999,6025.15,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-04 00:00:00,2017-10-05 17:49:00,BEARISH,2017-10-05 18:00:00,2017-10-05 18:01:00,6022.299999999999,D1-20171004-BEARISH,STOP,6024.4,2017-10-05 18:23:00,2017-10-06 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-2.100000000001,-0.4565217391305529300567107494,0.36666666666666664,TECHNICAL_ONLY_ABLATION,-4.600000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,4.600000000001,NORMALIZED_LOW_COST,D1-20171004-BEARISH-M1-C1_OB_FVG-FVG-000028-OB-000004,0.50,1,6024.4,M1_C1_OB_FVG,6013.099999999997,M1
6022.299999999999,6025.4,False,25,OB,6022.2,6023.4,2,FVG-000028|OB-000004,6022.2,6022.4,6020.799999999999,6026.9,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-04 00:00:00,2017-10-05 17:49:00,BEARISH,2017-10-05 18:00:00,2017-10-05 18:01:00,6022.299999999999,D1-20171004-BEARISH,STOP,6025.4,2017-10-05 18:25:00,2017-10-06 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-3.100000000001,-0.3827160493827922572778539763,0.4,TECHNICAL_ONLY_ABLATION,-8.100000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,8.100000000001,NORMALIZED_MEDIUM_COST,D1-20171004-BEARISH-M1-C1_OB_FVG-FVG-000028-OB-000004,1.0,2,6025.4,M1_C1_OB_FVG,6006.099999999997,M1
6022.299999999999,6029.4,False,30,OB,6022.2,6023.4,4,FVG-000028|OB-000004,6022.2,6022.4,6017.799999999999,6033.9,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-04 00:00:00,2017-10-05 17:49:00,BEARISH,2017-10-05 18:00:00,2017-10-05 18:01:00,6022.299999999999,D1-20171004-BEARISH,STOP,6029.4,2017-10-05 18:30:00,2017-10-06 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-7.100000000001,-0.3532338308458033216999579202,0.48333333333333334,TECHNICAL_ONLY_ABLATION,-20.100000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,20.100000000001,NORMALIZED_HIGH_COST,D1-20171004-BEARISH-M1-C1_OB_FVG-FVG-000028-OB-000004,3.0,6,6029.4,M1_C1_OB_FVG,5982.099999999997,M1
6074.15,6075.2,False,13,OB,6074.1,6074.2,1.0,FVG-000140|OB-000015,6074.1,6074.2,6073.40,6075.95,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-06 00:00:00,2017-10-09 07:10:00,BEARISH,2017-10-09 10:05:00,2017-10-09 10:06:00,6074.15,D1-20171006-BEARISH,STOP,6075.2,2017-10-09 10:18:00,2017-10-10 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.05,-0.2957746478873239436619718310,0.2,TECHNICAL_ONLY_ABLATION,-3.55,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,3.55,NORMALIZED_LOW_COST,D1-20171006-BEARISH-M1-C1_OB_FVG-FVG-000140-OB-000015,0.50,1,6075.2,M1_C1_OB_FVG,6067.05,M1
6074.15,6076.2,False,257,OB,6074.1,6074.2,2,FVG-000140|OB-000015,6074.1,6074.2,6072.65,6077.7,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-06 00:00:00,2017-10-09 07:10:00,BEARISH,2017-10-09 10:05:00,2017-10-09 10:06:00,6074.15,D1-20171006-BEARISH,STOP,6076.2,2017-10-09 14:29:00,2017-10-10 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.05,-0.2907801418439716312056737589,4.383333333333334,TECHNICAL_ONLY_ABLATION,-7.05,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.05,NORMALIZED_MEDIUM_COST,D1-20171006-BEARISH-M1-C1_OB_FVG-FVG-000140-OB-000015,1.0,2,6076.2,M1_C1_OB_FVG,6060.05,M1
6074.15,6080.2,False,298,OB,6074.1,6074.2,4,FVG-000140|OB-000015,6074.1,6074.2,6069.65,6084.7,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-10-06 00:00:00,2017-10-09 07:10:00,BEARISH,2017-10-09 10:05:00,2017-10-09 10:06:00,6074.15,D1-20171006-BEARISH,STOP,6080.2,2017-10-09 15:10:00,2017-10-10 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.05,-0.3175853018372703412073490814,5.066666666666666,TECHNICAL_ONLY_ABLATION,-19.05,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.05,NORMALIZED_HIGH_COST,D1-20171006-BEARISH-M1-C1_OB_FVG-FVG-000140-OB-000015,3.0,6,6080.2,M1_C1_OB_FVG,6036.05,M1
6236.799999999999,6238.2,False,23,OB,6236.7,6237.2,1.0,FVG-000330|OB-000050,6236.7,6236.9,6236.049999999999,6238.95,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-01 00:00:00,2017-11-02 03:06:00,BEARISH,2017-11-02 11:15:00,2017-11-02 11:16:00,6236.799999999999,D1-20171101-BEARISH,STOP,6238.2,2017-11-02 11:38:00,2017-11-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.400000000001,-0.3589743589745233399079552504,0.36666666666666664,TECHNICAL_ONLY_ABLATION,-3.900000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,3.900000000001,NORMALIZED_LOW_COST,D1-20171101-BEARISH-M1-C1_OB_FVG-FVG-000330-OB-000050,0.50,1,6238.2,M1_C1_OB_FVG,6228.999999999997,M1
6236.799999999999,6239.2,False,23,OB,6236.7,6237.2,2,FVG-000330|OB-000050,6236.7,6236.9,6235.299999999999,6240.7,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-01 00:00:00,2017-11-02 03:06:00,BEARISH,2017-11-02 11:15:00,2017-11-02 11:16:00,6236.799999999999,D1-20171101-BEARISH,STOP,6239.2,2017-11-02 11:38:00,2017-11-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.400000000001,-0.3243243243244156318480642682,0.36666666666666664,TECHNICAL_ONLY_ABLATION,-7.400000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.400000000001,NORMALIZED_MEDIUM_COST,D1-20171101-BEARISH-M1-C1_OB_FVG-FVG-000330-OB-000050,1.0,2,6239.2,M1_C1_OB_FVG,6221.999999999997,M1
6236.799999999999,6243.2,False,173,OB,6236.7,6237.2,4,FVG-000330|OB-000050,6236.7,6236.9,6232.299999999999,6247.7,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-01 00:00:00,2017-11-02 03:06:00,BEARISH,2017-11-02 11:15:00,2017-11-02 11:16:00,6236.799999999999,D1-20171101-BEARISH,STOP,6243.2,2017-11-02 14:08:00,2017-11-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.400000000001,-0.3298969072165293867573599727,2.8666666666666667,TECHNICAL_ONLY_ABLATION,-19.400000000001,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.400000000001,NORMALIZED_HIGH_COST,D1-20171101-BEARISH-M1-C1_OB_FVG-FVG-000330-OB-000050,3.0,6,6243.2,M1_C1_OB_FVG,6197.999999999997,M1
6393.45,6394.5,False,3,OB,6393.0,6393.5,1.0,FVG-000510|OB-000084,6393.4,6393.5,6392.70,6395.25,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-23 00:00:00,2017-11-24 14:51:00,BEARISH,2017-11-24 15:27:00,2017-11-24 15:28:00,6393.45,D1-20171123-BEARISH,STOP,6394.5,2017-11-24 15:30:00,2017-11-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.05,-0.2957746478873239436619718310,0.03333333333333333,TECHNICAL_ONLY_ABLATION,-3.55,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,3.55,NORMALIZED_LOW_COST,D1-20171123-BEARISH-M1-C1_OB_FVG-FVG-000510-OB-000084,0.50,1,6394.5,M1_C1_OB_FVG,6386.35,M1
6393.45,6395.5,False,45,OB,6393.0,6393.5,2,FVG-000510|OB-000084,6393.4,6393.5,6391.95,6397.0,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-23 00:00:00,2017-11-24 14:51:00,BEARISH,2017-11-24 15:27:00,2017-11-24 15:28:00,6393.45,D1-20171123-BEARISH,STOP,6395.5,2017-11-24 16:14:00,2017-11-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.05,-0.2907801418439716312056737589,0.7666666666666667,TECHNICAL_ONLY_ABLATION,-7.05,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.05,NORMALIZED_MEDIUM_COST,D1-20171123-BEARISH-M1-C1_OB_FVG-FVG-000510-OB-000084,1.0,2,6395.5,M1_C1_OB_FVG,6379.35,M1
6393.45,6399.5,False,185,OB,6393.0,6393.5,4,FVG-000510|OB-000084,6393.4,6393.5,6388.95,6404.0,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2017-11-23 00:00:00,2017-11-24 14:51:00,BEARISH,2017-11-24 15:27:00,2017-11-24 15:28:00,6393.45,D1-20171123-BEARISH,STOP,6399.5,2017-11-24 18:34:00,2017-11-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.05,-0.3175853018372703412073490814,3.1,TECHNICAL_ONLY_ABLATION,-19.05,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.05,NORMALIZED_HIGH_COST,D1-20171123-BEARISH-M1-C1_OB_FVG-FVG-000510-OB-000084,3.0,6,6399.5,M1_C1_OB_FVG,6355.35,M1
6802.4,6803.8,False,33,OB,6802.2,6802.8,1.0,FVG-000592|OB-000099,6802.2,6802.6,6801.65,6804.55,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-02-16 00:00:00,2018-02-19 04:47:00,BEARISH,2018-02-19 04:51:00,2018-02-19 04:52:00,6802.4,D1-20180216-BEARISH,STOP,6803.8,2018-02-19 05:24:00,2018-02-20 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.4,-0.3589743589743589743589743590,0.5333333333333333,TECHNICAL_ONLY_ABLATION,-3.90,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,3.90,NORMALIZED_LOW_COST,D1-20180216-BEARISH-M1-C1_OB_FVG-FVG-000592-OB-000099,0.50,1,6803.8,M1_C1_OB_FVG,6794.6,M1
6802.4,6804.8,False,132,OB,6802.2,6802.8,2,FVG-000592|OB-000099,6802.2,6802.6,6800.9,6806.3,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-02-16 00:00:00,2018-02-19 04:47:00,BEARISH,2018-02-19 04:51:00,2018-02-19 04:52:00,6802.4,D1-20180216-BEARISH,STOP,6804.8,2018-02-19 07:06:00,2018-02-20 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.4,-0.3243243243243243243243243243,2.2333333333333334,TECHNICAL_ONLY_ABLATION,-7.4,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.4,NORMALIZED_MEDIUM_COST,D1-20180216-BEARISH-M1-C1_OB_FVG-FVG-000592-OB-000099,1.0,2,6804.8,M1_C1_OB_FVG,6787.6,M1
6802.4,6808.8,False,140,OB,6802.2,6802.8,4,FVG-000592|OB-000099,6802.2,6802.6,6797.9,6813.3,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-02-16 00:00:00,2018-02-19 04:47:00,BEARISH,2018-02-19 04:51:00,2018-02-19 04:52:00,6802.4,D1-20180216-BEARISH,STOP,6808.8,2018-02-19 07:14:00,2018-02-20 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.4,-0.3298969072164948453608247423,2.3666666666666667,TECHNICAL_ONLY_ABLATION,-19.40,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.4,NORMALIZED_HIGH_COST,D1-20180216-BEARISH-M1-C1_OB_FVG-FVG-000592-OB-000099,3.0,6,6808.8,M1_C1_OB_FVG,6763.6,M1
,,False,0,OB,6663.5,6663.9,0,FVG-000779|OB-000136,6663.5,6663.9,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-04-23 00:00:00,2018-04-24 02:03:00,BULLISH,,,,D1-20180423-BULLISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20180423-BULLISH-M1-C1_OB_FVG-FVG-000779-OB-000136,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,6663.5,6663.9,0,FVG-000779|OB-000136,6663.5,6663.9,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-04-23 00:00:00,2018-04-24 02:03:00,BULLISH,,,,D1-20180423-BULLISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20180423-BULLISH-M1-C1_OB_FVG-FVG-000779-OB-000136,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,6663.5,6663.9,0,FVG-000779|OB-000136,6663.5,6663.9,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-04-23 00:00:00,2018-04-24 02:03:00,BULLISH,,,,D1-20180423-BULLISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-04-25 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20180423-BULLISH-M1-C1_OB_FVG-FVG-000779-OB-000136,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,6983.8,6984.1,0,FVG-001030|OB-000168,6983.8,6984.0,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-05-11 00:00:00,2018-05-14 04:10:00,BEARISH,,,,D1-20180511-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-05-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20180511-BEARISH-M1-C1_OB_FVG-FVG-001030-OB-000168,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,6983.8,6984.1,0,FVG-001030|OB-000168,6983.8,6984.0,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-05-11 00:00:00,2018-05-14 04:10:00,BEARISH,,,,D1-20180511-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-05-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20180511-BEARISH-M1-C1_OB_FVG-FVG-001030-OB-000168,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,6983.8,6984.1,0,FVG-001030|OB-000168,6983.8,6984.0,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-05-11 00:00:00,2018-05-14 04:10:00,BEARISH,,,,D1-20180511-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-05-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20180511-BEARISH-M1-C1_OB_FVG-FVG-001030-OB-000168,0,0,,M1_C1_OB_FVG,,M1
7211.55,7213.0,False,30,OB,7211.5,7212.0,1.0,FVG-001235|OB-000212,7211.5,7211.6,7210.80,7213.75,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-06-13 00:00:00,2018-06-14 03:03:00,BEARISH,2018-06-14 03:08:00,2018-06-14 03:09:00,7211.55,D1-20180613-BEARISH,STOP,7213.0,2018-06-14 03:38:00,2018-06-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-1.45,-0.3670886075949367088607594937,0.48333333333333334,TECHNICAL_ONLY_ABLATION,-3.95,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,3.95,NORMALIZED_LOW_COST,D1-20180613-BEARISH-M1-C1_OB_FVG-FVG-001235-OB-000212,0.50,1,7213.0,M1_C1_OB_FVG,7203.65,M1
7211.55,7214.0,False,48,OB,7211.5,7212.0,2,FVG-001235|OB-000212,7211.5,7211.6,7210.05,7215.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-06-13 00:00:00,2018-06-14 03:03:00,BEARISH,2018-06-14 03:08:00,2018-06-14 03:09:00,7211.55,D1-20180613-BEARISH,STOP,7214.0,2018-06-14 03:56:00,2018-06-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-2.45,-0.3288590604026845637583892617,0.7833333333333333,TECHNICAL_ONLY_ABLATION,-7.45,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,7.45,NORMALIZED_MEDIUM_COST,D1-20180613-BEARISH-M1-C1_OB_FVG-FVG-001235-OB-000212,1.0,2,7214.0,M1_C1_OB_FVG,7196.65,M1
7211.55,7218.0,False,68,OB,7211.5,7212.0,4,FVG-001235|OB-000212,7211.5,7211.6,7207.05,7222.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-06-13 00:00:00,2018-06-14 03:03:00,BEARISH,2018-06-14 03:08:00,2018-06-14 03:09:00,7211.55,D1-20180613-BEARISH,STOP,7218.0,2018-06-14 04:16:00,2018-06-15 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-6.45,-0.3316195372750642673521850900,1.1166666666666667,TECHNICAL_ONLY_ABLATION,-19.45,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,19.45,NORMALIZED_HIGH_COST,D1-20180613-BEARISH-M1-C1_OB_FVG-FVG-001235-OB-000212,3.0,6,7218.0,M1_C1_OB_FVG,7172.65,M1
,,False,0,OB,7391.2,7391.6,0,FVG-001466|OB-000252,7391.3,7391.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-07-18 00:00:00,2018-07-19 02:28:00,BEARISH,,,,D1-20180718-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-07-20 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20180718-BEARISH-M1-C1_OB_FVG-FVG-001466-OB-000252,0,0,,M1_C1_OB_FVG,,M1
,,False,0,OB,7391.2,7391.6,0,FVG-001466|OB-000252,7391.3,7391.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2018-07-18 00:00:00,2018-07-19 02:28:00,BEARISH,,,,D1-20180718-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,2018-07-20 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20180718-BEARISH-M1-C1_OB_FVG-FVG-001466-OB-000252,0,0,,M1_C1_OB_FVG,,M1
